"ID","Inquiry","CASENUMBER","COMMENTSCREATEON","ANALYSTNAMEFORCOMMENT","ACTIVITYTYPE","NOTETEXT"
3833,"PE14-030","CAS-4896976-G1V4G1","2014-07-16 16:32:49",,"CASE","By CLIFFORD ANDERSON  - OK. PLEASE CLOSE THIS OUT. THANKS, CLIFF"
3834,"PE14-030","CAS-4896976-G1V4G1","2014-07-17 16:50:42",,"CASE","CUST SAYS:..The steering wheel is locking up and will not allow her to drive. He believes that the power steering pumps to be replaced. He is looking for assistance from FMC for assistance.....PER CUST DLR SAYS:..n/a....CRC ADVISED:..First you will need to bring your veh in to dlrshp to be diagnosed properly...After reviewing my resources, there are no warranties or programs in effect that would provide coverage of your current concern. I recommend that you keep your receipts in case Ford initiates a program in the future based on your situation. The good news is that FMC has a new parts warranty and it is 2 years unlimited mileage."
3835,"PE14-030","CAS-4896976-G1V4G1","2014-07-23 13:38:03",,"CASE","CUST SAYS:..She wants me to check for any recalls on her 2011 Fusion. Her veh is at dlrshp, her veh loses power steering while driving....CUST SAYS DLR SAYS:....CRC ADVISED:..I advised her of csp 13N03 for the throttle body, and told her the dlr would call her with a diagnosis and let her know if the csp would cover her current concern"
3836,"PE14-030","CAS-4898309-T1P6R2","2014-07-16 18:27:35",,"CASE","By Debra Bavis - VEHICLE NEEDS A ELECTRONIC POWER STEERING"
3837,"PE14-030","CAS-4898684-W9G9B1","2014-07-16 18:56:48",,"CASE","By Debra Bavis - CUSTOMER STATES THAT THE POWER STEERING AND ADVANCE TRACK LIGHT CAME ON LOST POWER STEERING"
3838,"PE14-030","CAS-4898713-F3R1Y0","2014-07-16 19:02:43",,"CASE","2011 FUSION..WSD: 5/2/2011..LTV: 85..MI: 29,789..13N03 ELECTRONIC THROTTLE BODY EXTENDED COVERAGE ..NO ESP INFORMATION AVAILABLE ..* NO RELATED CONCERNS....- OBC TO ASM DEB 3372..- RO 338732 LINE A..- VEH SHOULD BE COMPLETED TOMORROW"
3839,"PE14-030","CAS-4898735-J2M6B0","2014-07-16 19:09:55",,"CASE","- veh is completed for my part..- still having work done that is customer pay..- M15NS p11"
3840,"PE14-030","CAS-4899111-G5G5P4","2014-07-29 20:53:49",,"CASE","CUST SAYS;The power steering failed in the veh. Indicator lights came on. The veh has not gone to the dlr.Customer wants to know what is wrong and how he can test the veh to see what it is.....PER CUST, DLR SAYS;....CRC ADVISED;Advised of inspection needed at the dlr. Advised of no recalls or ford esp...Advised of the only csp on the veh 13n03 which may or may not having something to do this concern for him.Advised nearest dlr."
3841,"PE14-030","CAS-4899111-G5G5P4","2014-08-18 21:33:31",,"CASE","Cust Says:..Power steering issue , it is extremely hard to turn. it drives straight but not on a turn. Customer says that he had the recall preformed on it and now there is a power steering issue. ......Per Cust, DLR Says:..dlr checked all tires and they added air into it. Throttle body dcm update, they preformed the recall on the vehicle. ....CRC Advised:.. Phone:..760-953-8846..Advised customer that he need to have the vehicle diagnosed for the power steering issue. was able to transfer the cust to the dlr."
3842,"PE14-030","CAS-4900069-V9B5R8","2014-07-16 20:39:45",,"CASE","CUST SAYS:..That he was almost in a accident the other day because the power steering went out in his veh. The cust lose control of the veh and also got killed. The has not taken the veh into the dlrshp yet and he would like to know if we could assist with the repair and also cover the towing cost. The cust feels like there should be a recall on this veh for the power steering and he would like to speak with someone who handles recalls.......CONTACT NAME AND PHONE NUMBER:....n/a..BEST TIME TO CALL:....n/a....PER CUST, DLR SAYS:..n/a....CRC ADVISED:..That he would need top take the veh into the dlrshp to have it looked at and we do not have a number where he can call to for the recall that gets issued."
3843,"PE14-030","CAS-4901024-H1T9M4","2014-07-16 22:38:58",,"CASE","CUST SAYS: ..The cust made an appointment with the dlrshp due to the veh The cust can barely turn the veh. She believes that it is something wrong with the power steering. The cust is wanting to know if she has to pay for the diagnosis fee. The cust is stating that another agent told her that she wouldn't have to pay for the repair or diagnosis. .. ..PER CUSTOMER, DEALER SAYS: ..Going to charge the cust $118 for the diagnosis. .. ..CRC ADVISED: ..Informed the cust that if the dlrshp diagnosis the concern with the throttle body then that is free of charge. Informed the cust that if the dlrshp is informing her that it is something else other then the throttle body then she will have to pay out of pocket for the diagnosis. Informed the cust of what the throttle body is on the veh and the symptoms she may experience on the csp."
3844,"PE14-030","CAS-4901323-X0J6Q5","2014-07-17 21:51:15",,"CASE","CUST SAYS:..N/A....PER CUST, DLR SAYS:..N/A....CRC ADVISED:..Ask for more information"
3845,"PE14-030","CAS-4903188-M5P7X2","2014-07-17 14:52:48",,"CASE","CUST SAYS: ..CUST purchased the VEH inn October of 2013. Over the past 2 months, CUST has experienced a message on the message board stating, power steer assist fault, which then in turn the VEHΓÇÖs steering becomes almost immovable. The first occurrence was June 24, 2014, where CUST was travelling the QEW at 110km per hour. It had happened twice since then. Once last week, at 50km per hour and once again today backing out of a parking space. CUST would appreciate any help Ford could give pertaining to this matter...PER CUST, DLR SAYS:..The DLR admitted there is no solution at this time...CRC ADVISED:..there are no factory warranties or programs in effect on the VEH that would provide assistance."
3846,"PE14-030","CAS-4903188-M5P7X2","2014-07-17 15:09:40",,"CASE","By Tim Garner - CUSTOMER SATATES STEERING ERRORT IS TO GREAT NO POWER STEERING. P18 50% REPAIR ON REPLACEMENT OF EPAS ASSY."
3857,"PE14-030","CAS-4904548-D7L4L6","2014-07-17 16:48:29",,"CASE","Cust Says:..Customer says that the veh is having steering problems. Rack and pinion needs replacement 2 years ago and now it has to be replaced again. $1900 bill. Customer wants ford assist with the payment of the bill ......Per Cust, DLR Says:..dlr quoted about $1900 plus tax. ....CRC Advised:.. Phone:..After reviewing my resources, there are no warranties or programs in effect that would provide coverage of your current concern. I recommend that you keep your receipts in case Ford initiates a program in the future based on your situation."
3858,"PE14-030","CAS-4904810-T6L5K4","2014-07-17 17:11:02",,"CASE","CUST SAYS:..Today 7/16/2014 VEH lost its power steering and was told to service now and advance trac needed to be serviced. Brought it to the closest Ford DLR. Got a call around 5 and they ran a Diagnostic and told that VEH power steering rack was shot and needed to replace it. Found online that it is happening to may other Fusion owners. Wrote to send complaint incase there is a recall on the part. CUST asksing what can be done if there is a recall (if CUST paid to fix it) Or is there anything Ford can do to fix the problem in terms on help with the cost?....PER CUST, DLR SAYS:..Was told to service now and advance trac needed to be serviced. Got a call around 5 and they ran a Diagnostic and told that VEH power steering rack was shot and needed to replace it. DLR told what CUST can do to replace steering rack and how much it will cost (around 1800 for part and labor.)....CRC ADVISED:..I have checked to see if there are any warranties or programs that would provide coverage for your current concern. Unfortunately, there is no coverage at this time. I suggest that you keep your repair receipts in case Ford initiates a recall or program in the future that will provide coverage.For future use, please visit www.owner.ford.com to see if your vehicle is involved in any recalls or Customer Satisfaction Programs (CSP)."
3859,"PE14-030","CAS-4904810-T6L5K4","2014-07-17 19:23:11",,"CASE","Cust Says:..He was calling because for the past 6 months he's been getting little errors when he turns the veh on the power steering error a couple days ago he was not able to drive it at all. He hadit towed to a dealer and they told him to contact ford. ....PER CUST, DRL SAYS:....CRC Advised:..I advised him that he would have to have is veh looked at by a ford dealership and to look and see if he had a recall on his veh i would need his VIN."
3860,"PE14-030","CAS-4904810-T6L5K4","2014-07-18 15:09:48",,"CASE","CUST SAYS:.. ΓÇ£Service advance trackΓÇ¥ message comes on and the steering wheel wouldnΓÇÖt turn. He would turn it off and on and then it would be fine. He then got a ΓÇ£power steering faultΓÇ¥ and this progressively got worse and the vehicle would not clear this with even several key cycles. Cust recently he went to an independent mechanic and they couldnΓÇÖt find the issue and so he called a DLR. ....PER CUST, DLR SAYS:.. N/A....CRC ADVISED:.. Advised that you should visit the Ford DLR. They will charge diagnostic and at this point these repairs would be your responsibility unless part of this is covered under the Powertrain warranty but keep receipts in case of future recall based on cust feedback."
3861,"PE14-030","CAS-4904810-T6L5K4","2014-07-18 15:09:52",,"CASE","CUST SAYS:..her power steering stopped working and she was safely able to get right in front of her house.....PER CUST DLR SAYS:..n/a....CRC ADVISED:..I will transfer you to Roadside and document your concern. If you are under 36,000 you still are covered under your nvlw"
3862,"PE14-030","CAS-4904810-T6L5K4","2014-07-21 15:41:07",,"CASE","CUST SAYS:..I was traveling down and broke down in Orlando, FL. The power steering went out and I took it to the closet dlr. They said it was electronic and would reset it but then the dlr said they had to replace a bunch of parts that cost $2,700. They told me that Ford put out technical documents with what to replace when the steering goes out. They replaced the whole power steering unit and tie rods. I also had to rent a car to get down to Miami while the veh was being serviced. I got it for $30 a day and had it for 4 days. They are giving him 6 months interested free and wants it extended for a year. He told the dlr but they wouldn't do it because they would have to pay a fee. ....PER CUST, DLR SAYS:..n/a....CRC ADVISED:..I will escalate your case to the Ford Regional CSM, Jean, who will contact you back within 2 business days. Referenced case number."
3864,"PE14-030","CAS-4909903-P2S8Y6","2014-07-18 14:15:14",,"CASE","By GAYLON STEWART  - Dealers GM sets the time limit on the credit card. We have a 6 month limit, we explained to customer the longer the time limit the more the dealer fee's are. If customer wants more time on card he will have to take that up with cc company."
3865,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-18 14:53:46",,"CASE","==CUST IS SECONDARY OWNER AND VEH IS NOT A CPO=="
3866,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-23 17:01:43",,"CASE","==CSM JSAPORITA EXT 77727- =OBC TO CUSTOMER (REDACTED) L/M FOR CUST ADVISING CALLING IN REFERENCE TO VEH==CSM PROVIDED CONTACT INFO FOR CUST TO RETURN CALL==CSM ADVISING FOLLOW UP FOR MONDAY 7/21=="
3867,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-24 18:52:43",,"CASE","==CSM JSAPORITA EXT 77727- =OBC TO CUSTOMER (REDACTED) SPOKE WITH MR. PUSHAK==CSM ADVISING CALLING IN REFERENCE TO VEH==CSM ADVISING CUST LOOKING FOR BETTER INTEREST RATE ON CC==CSM ADVISING CUST WOULD NEED TO CONTACT THE PHONE NUMBER ON THE BACK OF THE CC==CUST ADVISING SIGNED UP THROUGH THE DEALERSHIP==CUST ADVISING IF CSM CAN GET A BETTER RATE PR DISCOUNT THE REPAIR==CSM ADVISING DO NOT CONTROL DEALER ==CUST WOULD NEED TO SPEAK WITH DEALER==CSM ADVISED CUST TO CONTACT BANK THAT HANDLES CC==CSM ADVISING NOT ABLE TO ASSIST WITH COST, DISCOUNT OR INTEREST RATE==CUST DISCONNECTED CALL=="
3868,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-28 16:25:11",,"CASE","CUST SAYS:..Cust is having an issue with her veh, light came on saying power steering and the veh is very hard to turn. Has not been to dlr. ....PER CUST,DLR SAY:..n/a ....CRC ADVISED: ..Advised cust that there are no warranties/ programs in effect that would provide coverage for the repair. I do recommend taking the veh to local fmc dlr for a diagnostic. Offered the works."
3869,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-28 18:38:01",,"CASE","CUST SAYS:..DLR told Cust he needs a new power steering rack and pinion for $1676.45. Cust is seeking financial assistance for this repair because he has been a loyal Ford Cust and feels that this should not be happening with such low mileage on the vehicle.....PER CUST, DLR SAYS:..Told Cust to call Ford and that he will need a new power steering rack and pinion.....CRC ADVISED:..I will escalate your case to a Regional Customer Service Manager who will work the SM at the DLR and exhaust all resources to see if they can assist you with this repair and you will receive a call within 2 business days. Provided case number."
3870,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-30 16:43:16",,"CASE","CUST SAYS..He has not received a return call as promised regarding his request for assistance....PER CUST DEALER SAYS:..n/a....CRC ADVISED..left message for CSM, advised customer of 2 hour call back...will send missed f/u email to"
3871,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-31 12:54:17",,"CASE","CUST SAYS .. Cust called in because he states that he has nto got a phone call back from the csm about the case. He states that he was told about a 2hr call back.....PER CUST DLR SAYS..n/a....CRC ADVISED..I advised the cust that the csm is not currently aval at thsi time to take the call. i advised that I willl forward the info over for a 2hr call back."
3872,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-31 14:08:46",,"CASE","Customer says:..I would like to know the status of CAS-4910271-Q8G7Q6......Customer says dealer says:..we reached out to our regional CSM and are waiting for response. ......CRC advised:..apologized to the customer advised him that I tried to get the CSM and COM on the line there was no answer and I left a VM for both. Also advised that I would document the missed and that I will engage the CSMs manager (via email) to ensure a return call is provided."
3873,"PE14-030","CAS-4910271-Q8G7Q6","2014-07-31 19:44:11",,"CASE","7/28 CSM connected w/Kurt - SM - advised CSM will cover 50% as a goodwill gesture."
3874,"PE14-030","CAS-4910271-Q8G7Q6","2014-08-01 16:01:40",,"CASE","CUST SAYS..I have called five times and no one is returning the call...Customer # (REDACTED)......CUST SAYS DEALERSHIP SAID..n/a....CRC SAYS..VM to CSM and COM...Advised customer of resolution per case notes, 50% and connected customer to dealership for further assistance."
3875,"PE14-030","CAS-4910271-Q8G7Q6","2014-08-01 17:11:25",,"CASE","WARRANTY START DATE: 13-JULY-2011 ..13N03 ELECTRONIC THROTTLE BODY EXTENDED COVERAGE..NO ESP INFORMATION AVAILABLE ..NO RELATED REPAIR HISTORY ON VEHICLE....LTV 27..40,116 MILES"
3876,"PE14-030","CAS-4910271-Q8G7Q6","2014-08-01 17:12:01",,"CASE","Left VM for DLR that I need a detailed PRT/LBR estimate at warranty rate."
3877,"PE14-030","CAS-4910597-T8R6N4","2014-07-18 15:24:07",,"CASE","obc cust (REDACTED) - lmvm req ret call - 2nd cont attempt"
3878,"PE14-030","CAS-4910847-V8Y7Y4","2014-07-18 15:37:01",,"CASE","By KURT KOBUSCH  - REPAIR DONE RO 462315.1570.72. CUST 50% FORD 50%. $785.36. PICKED UP 7.31.14. LINE 1. 08189."
3879,"PE14-030","CAS-4910847-V8Y7Y4","2014-07-21 19:42:28",,"CASE","Pgm Cd = P11, Apvl Cd = 208UZ"
3880,"PE14-030","CAS-4912507-M2C2R2","2014-07-18 18:02:31",,"CASE","Email inbound from SM to CSM: ....RO DONE 462315 LINE, 1. TOTAL $1570.72, ┬╜ = 785.36. CUST GONE AND HAPPY. 08189."
3881,"PE14-030","CAS-4918750-W1V8T8","2014-07-21 13:12:27",,"CASE","CUST SAYS..His vehicle went over a little bit over the warranty, and he is having a problem with the power steering, he does not have power steering at the moment and a warning message is illuminated on his dash. He will need to have the vehicle towed over to the dlrshp once he is able to talk this over with his wife.....PER CUST DLR SAYS..n/a....CRC ADVISED..Adv cust that the vehicle is outside of warranty and for us to be able to further look into his case we will need to have the vehicle diagnosed at the Frd dlrshp, provided customer with case number CAS-4910597-T8R6N4 and adv him if he requires further assistance to please give us a call back, provided cust with Roadside assistance number for further assistance 800-241-3673."
3882,"PE14-030","CAS-4918750-W1V8T8","2014-07-22 14:25:22",,"CASE","By  - CUSTOMER IS WANTING TO KNOW IF ANY ASSISTANCE IS AVAILIBLE FOR REPAIR OF NO POWER STEERING AT TIMES , FOUND ELECTRIC POWER STEERING GEAR FAULT"
3883,"PE14-030","CAS-4918750-W1V8T8","2014-07-22 14:39:09",,"CASE","-ibc from sm Roy ..-adv Roy veh is outside f CLP parameters ..-Roy adv he will inform cust no assistance available..-NFA at this time closing case"
3884,"PE14-030","CAS-4918750-W1V8T8","2014-07-24 16:20:06",,"CASE","CUST SAYS:..The customer's steering locked up when she was going about 80mph on the interstate on Monday. She couldn't turn the wheel at all. She's heard complaints about other Fusions doing this. The dlr told her it wouldn't' be covered under warranty, but the veh has not yet been diagnosed. She wants to know why this wouldn't be covered since it's a defect.....PER CUST DLR SAYS:..Dlr said it wouldn't be covered, but they haven't done a diag. They said it'd take 2 or 3 days to repair and she'd have to pay around $2000.....CRC ADVISED: ..The customer is outside 3/36, but she has a PremiumCare warranty still in effect. Made an OBC to the dlr and spoke with Ernie. He said that he is not sure why she was told that without a diag and the only way it would not be covered is if it had to do with a collision or if she had hit a pot hole, etc. I see that her ESP does cover some components of steering. I advised her to have the veh diagnosed to see if it would be covered or not and if she does have to pay, she should keep her receipts in case a recall is initiated in the future for this concern."
3885,"PE14-030","CAS-4918750-W1V8T8","2014-07-29 12:13:29",,"CASE","By GARY BLACKBURN  - CUSTOMER ASKING ASSISTANCE WITH ELECTRIC STERRING NEED REPLACE OUT OF WAARANTY BY 3000 MILES TOTAL REPAIR 1746.74 CUSTOMER DOES NOT DO ANY SERVICE OR MAINTENCE WORK AT DEALER NO HELP OFFERED FROM DEALER."
3886,"PE14-030","CAS-4918750-W1V8T8","2014-07-29 12:14:02",,"CASE","CSM CASE REVIEW - CHRIS X77742..VIN: 3FAHP0GA8CRXXXXXX..WSD: 07/05/2012..MILES: 37001..LTV: 74..ESP: NONE"
3887,"PE14-030","CAS-4920957-X5T7K3","2014-07-21 16:03:19",,"CASE","OBC TO DLR @ (304) 425-2128....S/M GARY....csm will assist with 846..leaving cust with 900"
3888,"PE14-030","CAS-4920957-X5T7K3","2014-07-23 16:15:58",,"CASE","By GARY BLACKBURN  - CUSTOMER CAR IS READY,TOTAL REPAIR WAS ONLY 841.03 AT WARRANTY RATES CUSTOMER SHARE 420.51 AND FORD SHARE 420.51 RO 38645 LINE 01 PARTS CODE 06006 THANKS."
3889,"PE14-030","CAS-4920957-X5T7K3","2014-07-23 17:48:51",,"CASE","OBC TO DLR @ (304) 425-2128....S/M GARY....CSM PROVIDED CODE....M05DV"
3890,"PE14-030","CAS-4920957-X5T7K3","2014-07-30 17:39:11",,"CASE","NO FURTHER ACTION REQUIRED BY CCT....CSM CLOSING CASE"
3891,"PE14-030","CAS-4920957-X5T7K3","2014-07-31 21:25:39",,"CASE","CUSTOMER SAYS:..Veh is currently at dlr. Veh has lost its power steering. Seeking assistance for repair cost. ....PER CUSTOMER DEALER SAYS: ..not covered, call Ford for assistance. ....CRC ADVISED:..Made obc to dlr, was unable to reach service to verify the repair needed. I will escalate your case to the Service Manager at your dealership. The Service Manager will review your case to ensure all resources available through Ford Motor Company are utilized to assist you. You should contact your Service Manager for updates regarding your case. Based on our resources, your point of contact will be Rich at the dealership. The case number that I have established for you today is CAS-4920957-X5T7K3."
3892,"PE14-030","CAS-4920957-X5T7K3","2014-08-08 12:42:49",,"CASE","LTV 24..SUB OWNER..WSD 11/18/2009..MILEAGE 53000..NO ESP......OBC TO DLR == SA JILL === CUSTOMER HAS NOT BEEN DIAG'F YET == CUSTOMER THINKS ITS THE POWER STEERING == DLR CAN'T LOOK AT IT TILL NEXT WEEK == SA WILL EMAIL DIAG AND ESTIMATE FOR REPAIR === IT APPEARS THAT CUSTOMER OWNS OTHER FORD VEHICLES AS ORIGINAL OWNER=="
3893,"PE14-030","CAS-4920957-X5T7K3","2014-08-11 13:05:30",,"CASE","OBC TO CUSTOMER @ (REDACTED) == ADVISED THAT ONCE WE GET THE PROPER DIAG AND WTY RATES AND CSM WILL MAKE AN OFFER == PROVIDED CONTACT INFO AND ADVISED THAT CSM WOULD F/U 7/30/14"
3894,"PE14-030","CAS-4920957-X5T7K3","2014-08-11 17:05:24",,"CASE","By  - While in shop, found vehicle has open recall 13B17. Perform PCM recalibration per recall & PS started working. Vehicle returned to customer, no repairs attempted or made to PS as it is now working."
3895,"PE14-030","CAS-4920957-X5T7K3","2014-08-11 17:39:43",,"CASE","OBC TO CUSTOMER @ (REDACTED) ==SEEKING TO VERIFY THE REPAIR == HAVEN'T DRIVEN THAT MUCH AND THEY ARE NOT SURE == CSM ADVISED A F/U NEXT FRIDAY TO MAKE SURE EVERYTHING IS OK AND IF NOT TO PLEASE CALL CSM IF THEY HAVE TO GO BACK TO DLR"
3896,"PE14-030","CAS-4920957-X5T7K3","2014-08-12 12:57:32",,"CASE","CUST SAYS:..Cust has had multiple repairs. The power steering was recalibrated previously and it's gone out again.....PER CUST, DLR SAYS:..N/A....CRC ADVISED:..Provided CSM number and transferred Cust to CSM VM as she wasn't available. Advised Cust that after leaving message he should wait until EOB for her to return call as she already has a callback scheduled for today."
3897,"PE14-030","CAS-4920957-X5T7K3","2014-08-20 12:48:22",,"CASE","OBC TO DLR == @(518) 766-5000 ===SM RICHARD == NOT AVAILABLE == SPOKE WITH WENDY AND SHE TOOK MY CONTACT INFO TO GIVE TO SM AND WAS ADVISED TO TELL HIM THAT I NEED UPDATE ON THIS VEHICLE ....*********************************************************..OBC TO CUSTOMER @ (REDACTED) == LM VM ADVISED OF CONTACT NUMBER AND THAT I AM ATTEMPTING TO GET UPDATE FROM DLR == ADVISED THAT AS EARLIER PROMISED I WILL ASSIST WITH AWA IF NEEDED ==ADVISED AS SOON AS I HEAR FROM THE SM I WILL UPDATE CUSTOMER == F/U 8/12/14"
3898,"PE14-030","CAS-4920957-X5T7K3","2014-08-20 12:50:41",,"CASE","IBC FROM CUSTOMER (REDACTED)== ADVISED THAT SHE IS TAKING VEHICLE TO SELLING DLR == CARBONE ==HAS APPT FOR TOMORROW == TRANSFERED CASE TO THIS DLR"
3899,"PE14-030","CAS-4920957-X5T7K3","2014-08-20 13:52:51",,"CASE","OBC TO CUSTOMER @ (REDACTED)== SPOKE WITH CUSTOMERS DAUGHTER AND ADVISED OF THE SWITCH IN CSM'S DUE TO SWITCH IN DLR AND THAT CSM MIKE WILL F/U WITH HER TOMORROW"
3900,"PE14-030","CAS-4920957-X5T7K3","2014-08-29 19:50:01",,"CASE","OBC TO DLR == SM MATT == HAVE NOT HAD TO THE CHANCE TO LOOK AT IT YET == SHOULD BE DIAG'D TODAY LATER TODAY ==SM WILL UPDATE CASE AND CONTACT CSM MIKE WITH DETAILS"
3901,"PE14-030","CAS-4920957-X5T7K3","2014-09-10 17:58:05",,"CASE","Ib email from SA Matt with estimate attached, doc'd in closed activities:....Sorry that this wasnt sent to you yesterday i was not hear due to family problem, but this is the quote we talked about for ..Susan Matatt ..2010 Ford Fusion..VIN - 3FAHP0HA8ARXXXXXX..Miles - 54,816.. .. ..Vehicle does need new EPAS system... ..attached is a hand written quote with labor ops and prices"
3902,"PE14-030","CAS-4921169-Z0M6Q4","2014-07-21 16:26:24",,"CASE","CSM Mike x77715 == Obc to dlr @ 802-447-8689. Advised SA Matt that FMC will assist with $750 of total $1493.95 repairs."
3903,"PE14-030","CAS-4921169-Z0M6Q4","2014-07-22 19:23:11",,"CASE","CSM Mike x77715 == Obc to customer Mike Matatt @ 5186864107. No answer ΓÇô left VM with CLP offer ΓÇô left case # and contact info."
3904,"PE14-030","CAS-4921169-Z0M6Q4","2014-07-23 13:21:27",,"CASE","CSM Mike x77715 == Obc to dlr @ 802-447-8689. SA Matt advised customer re-contacted him and accepted offer ΓÇô they are expecting parts in by 9/2 ΓÇô will f/u by 9/4."
3907,"PE14-030","CAS-4925070-S7V7H2","2014-07-21 20:46:53",,"CASE","CSM Mike x77715 == Ibc from dlr. SA Matt advised that amt decreased -- $678.80 ea ΓÇô RO 537713, line 2 ΓÇô approval code is M07X9 under P11 program."
3908,"PE14-030","CAS-4925070-S7V7H2","2014-07-22 16:02:36",,"CASE","CUST SAYS ..Cust *(REDACTED)* states her veh is currently at the dlr due to power steering concerns. She is still paying $400/month and now has this concern and cannot afford $1700 for the repairs. There has to be something that Ford can do to help.....CRC ADVISED..I have escalated your concern to the service manager at the dealership. They will work with their assigned Ford representative to see if a goodwill offer can be extended...Cust ask to speak to a sup, I advised her that I can escalate her request to a supervisor but the response would be the same. I provided her with her case and advised her that someone should call her within 4 business days"
3911,"PE14-030","CAS-4929692-N3J4D9","2014-07-22 16:06:58",,"CASE","By  - Randy Woodward - Service Manager - Customer paid for steering gear replacement $1690.11 - First time at Ed Schmid Ford, no purchase or service history with Ed Schmid Ford. No ESP plan on vehicle. Dealer unable to assist."
3912,"PE14-030","CAS-4929692-N3J4D9","2014-07-22 18:24:37",,"CASE","CSM Jacqueline 77779- Initial Review- 2010 Fusion (3.0L 4V OHC V6 Duratec 230HP)- LTV A/Z- 10/05/2009 WSD- 70,000 miles- No ESP- No recalls- No prior AWS- No NHL"
3913,"PE14-030","CAS-4929692-N3J4D9","2014-07-22 18:25:56",,"CASE","CUSTOMER SAYS: ..The power steering goes out intermittently. The lights on the dash say there is a power steering fault and the traction control is not working. The vehicle was taken to an independent who said it needs to go to the dealer. He is seeking recall information. ....PER CUSTOMER DEALER SAYS: ..The dealer said it needs to be brought in when it is happening. ....CRC ADVISED: ..Advised him of 13N03. Advised him the vehicle is currently outside all warranties that would address the concern. Advised him to keep his receipts in case a recall is launched in the future."
3914,"PE14-030","CAS-4929692-N3J4D9","2014-07-25 22:02:17",,"CASE","CUST SAYS:..Cust says that he called yesterday to see if there was a recall on his veh. Cust says that he was told that there was not a recall. Cust says that he was told that there was no recalls for the veh. Cust says that the power steering is going out on the veh. Cust says that he saw online that a lot of people are having this problem. ....PER CUST,DLR SAY:..n/a ....CRC ADVISED: ..Advised cust that I will have to support what he was told yesterday bt Brittany, there are no recalls on the veh. The veh is outside all programs that would provide coverage for the repair. We have documented the concern and should a program become available in the future he will be notified via mail."
3915,"PE14-030","CAS-4929692-N3J4D9","2014-07-25 22:08:52",,"CASE","By JOHN BASKERVILLE  - P&S Director has reviewed customer's vehicle concern. Concern states Power steering stops working at times. Vehicle is outside factory warranty by time with WSD being 3/8/2010. This repair is not covered under the powertrain coverage. Steering Gear Assy is needed to complete the repair. Warranty pricing = $1,460.61 for parts and labor. Dealership seeking financial assistance on customer's behalf. Vehicle has 28,980 miles with the customer being the original owner. Please advise if anyone has any questions."
3921,"PE14-030","CAS-4930259-F5Z4M1","2014-07-22 16:54:10",,"CASE","Case Review - CSM Randi ext. 77797..CAS-4929692-N3J4D9 - Laura Todd - 2010 Fusion - 3FAHP0JA5AR308651..Per dealer - cust is original owner..Miles: 28,980..WSD: 3/8/2010"
3922,"PE14-030","CAS-4930926-N5T8D1","2014-07-22 17:41:37",,"CASE","CSM Offers $500"
3923,"PE14-030","CAS-4931080-B9T9Z5","2014-07-22 17:52:23",,"CASE","By JOHN BASKERVILLE  - P&S Director - repair has been completed. RO #16010738, Job #1. Seeking approval code for $500 CLP11 funds. Please advise if anyone has any questions."
3931,"PE14-030","CAS-4934199-V8J4H2","2014-07-22 22:14:50",,"CASE","Generated P11 M05C2 for $500"
3932,"PE14-030","CAS-4936637-T7H0D4","2014-07-23 14:58:04",,"CASE","Cust Says:..Cust said her power steeing failed while cust was backing out of the grage and the msg power assist failure. ....Per Cust DLR Says:..N/A....CRC Advised:..Advised that under ESP it does show the following Steering coverage:..Column Lock..(Tilt Wheel)..ΓÇó Control Valve..ΓÇó Cooler and Metal Lines..ΓÇó Electronic Power Assisted Steering..ΓÇó Idler Arm..ΓÇó Power Steering Pump/ Electric Power Steering Actuator..ΓÇó Pulley Assembly..ΓÇó Seals and Gaskets..ΓÇó Steering Column..ΓÇó Steering Gear Housing, Manual and Power (Including All..Internal Parts)..ΓÇó Steering Shaft..ΓÇó Underbody Linkages....I will escalate your case to the Service Manager at your dealership. The Service Manager will review your case to ensure all resources available through Ford Motor Company are utilized to assist you. You should contact your Service Manager for updates regarding your case. Based on our resources, your point of contact will be Service Manager Name at the following phone number: 218-727-3673. The case number that I have established for you today is CAS-4930259-F5Z4M1."
3933,"PE14-030","CAS-4937375-F0Z1H7","2014-07-23 15:59:58",,"CASE","CUST SAYS:..Cust states that they would like to know if this veh has a Ford ESP. Cust states that the veh currently has no power steering. Cust states that they would like to know where to fill power steering fluid.....PER CUST, DLR SAYS:..n/a....CRC ADVISED:..CSR verified contact information. CSR advised of no Ford ESP. CSR advised that owners manual does not show a power steering fluid reservoir in his veh."
3934,"PE14-030","CAS-4937375-F0Z1H7","2014-07-24 15:14:27",,"CASE","CUST SAYS:..The factory battery went out on vehicle. Sometimes there will be an indicator that says powerassist quit. Vehicle has lost power steering and Cust wants to know if there are any recalls related to this on vehicle.....PER CUST, DLR SAYS:..N/A....CRC ADVISED:..Advised Cust of 13N03 CSP on vehicle. Cust declined DLR transfer or number."
